YYYYMMSOON,품목코드 ,품목명,품종코드 ,품종명,등급명,유통단계별 무게 ,유통단계별 단위 ,평균가격(원),전순 평균가격(원) PreVious SOON,전달 평균가격(원) PreVious MMonth,전년 평균가격(원) PreVious YeaR,평년 평균가격(원) Common Year SOON
201801상순,245,양파,10,수입,중품,kg,20,17929,0,17750,16750,0.0
201801상순,246,파,0,대파,상품,kg,1,1800,0,1708,2531,1952.33333333333
201801상순,246,파,2,쪽파,중품,kg,1,1920,0,1676,4680,3188.33333333333
201801상순,246,파,2,쪽파,상품,kg,1,2340,0,2096,5240,3648.33333333333
201801상순,246,파,0,대파,중품,kg,1,1380,0,1288,2211,1661.66666666666
201801중순,152,감자,2,대지마,중품,kg,20,59400,0,0,66000,0.0
201801중순,152,감자,1,수미,상품,kg,20,50771,0,46825,33250,27326.0
201801중순,152,감자,1,수미,중품,kg,20,45571,0,41625,29250,23048.0
201801중순,152,감자,2,대지마,상품,kg,20,64600,0,0,75000,0.0
201801중순,241,건고추,2,양건,상품,kg,30,715000,0,743750,365000,465250.0
201801중순,241,건고추,2,양건,중품,kg,30,670000,0,698750,315000,415166.666666666
201801중순,241,건고추,0,화건,중품,kg,30,545000,0,570000,240000,337393.0
201801중순,258,깐마늘(국산),5,깐마늘(남도),중품,kg,20,123400,0,0,0,0.0
201801중순,258,깐마늘(국산),3,깐마늘(대서),중품,kg,20,117800,0,0,0,0.0
201801중순,231,무,6,월동,중품,kg,20,6789,0,8133,15275,7571.0
201801중순,231,무,6,월동,상품,kg,20,8977,0,10333,20190,9526.33333333333
201801중순,412,배,1,신고,상품,kg,15,35143,0,33525,40100,43466.6666666666
201801중순,412,배,1,신고,중품,kg,15,29543,0,28325,34100,35902.6666666666
201801중순,211,배추,6,월동,중품,kg,10,5674,0,0,8025,5255.66666666666
201801중순,211,배추,6,월동,상품,kg,10,6674,0,0,10025,6589.0
201801중순,411,사과,5,후지,중품,kg,10,31057,0,28675,36775,35769.3333333333
201801중순,411,사과,5,후지,상품,kg,10,35857,0,33675,41575,41414.0
201801중순,214,상추,1,적,중품,kg,4,19857,0,12800,9800,14614.0
201801중순,214,상추,1,적,상품,kg,4,23457,0,16800,13150,18408.3333333333
201801중순,214,상추,2,청,중품,kg,4,17171,0,10350,7700,12391.6666666666
201801중순,214,상추,2,청,상품,kg,4,20914,0,13200,10575,15827.6666666666
201801중순,245,양파,0,양파,상품,kg,15,17936,0,18319,19106,17393.6666666666
201801중순,245,양파,0,양파,중품,kg,15,14486,0,14869,16875,15600.0
201801중순,245,양파,10,수입,중품,kg,20,17750,0,17750,17875,0.0
201801중순,246,파,0,대파,중품,kg,1,1534,0,1355,2003,1557.33333333333
201801중순,246,파,0,대파,상품,kg,1,1954,0,1775,2323,1833.0
201801중순,246,파,2,쪽파,상품,kg,1,2654,0,2050,4470,3542.33333333333
201801중순,246,파,2,쪽파,중품,kg,1,2234,0,1630,3910,3072.33333333333
201801하순,152,감자,2,대지마,중품,kg,20,60075,0,0,61800,0.0
201801하순,152,감자,1,수미,상품,kg,20,54000,0,47833,33800,27726.0
201801하순,152,감자,1,수미,중품,kg,20,48800,0,42633,29800,23396.3333333333
201801하순,152,감자,2,대지마,상품,kg,20,65275,0,0,70800,0.0
201801하순,241,건고추,2,양건,중품,kg,30,670000,0,670833,315000,414333.333333333
201801하순,241,건고추,0,화건,중품,kg,30,545000,0,545000,240000,336333.333333333
201801하순,241,건고추,2,양건,상품,kg,30,715000,0,715833,365000,464666.666666666
201801하순,258,깐마늘(국산),3,깐마늘(대서),중품,kg,20,117800,0,0,0,0.0
201801하순,258,깐마늘(국산),5,깐마늘(남도),중품,kg,20,123400,0,0,0,0.0
201801하순,231,무,6,월동,중품,kg,20,7250,0,7800,15200,8812.0
201801하순,231,무,6,월동,상품,kg,20,9450,0,10000,19720,10856.6666666666
201801하순,412,배,1,신고,중품,kg,15,31025,0,28400,33600,36762.0
201801하순,412,배,1,신고,상품,kg,15,36575,0,33600,39920,45106.6666666666
201801하순,211,배추,6,월동,중품,kg,10,5865,0,0,8800,6057.0
201801하순,211,배추,6,월동,상품,kg,10,6890,0,0,10800,7390.33333333333
201801하순,411,사과,5,후지,중품,kg,10,33375,0,28900,36600,36051.6666666666
201801하순,411,사과,5,후지,상품,kg,10,38175,0,33900,41840,41970.6666666666
201801하순,214,상추,1,적,중품,kg,4,18550,0,18400,11600,14693.6666666666
201801하순,214,상추,2,청,중품,kg,4,16100,0,14667,9680,12916.3333333333
201801하순,214,상추,2,청,상품,kg,4,19875,0,18267,12680,16135.0
201801하순,214,상추,1,적,상품,kg,4,22350,0,22400,15040,18178.0
201801하순,245,양파,10,수입,중품,kg,20,18250,0,17958,18050,0.0
201801하순,245,양파,0,양파,상품,kg,15,17878,0,18150,19470,17783.0
201801하순,245,양파,0,양파,중품,kg,15,14353,0,14700,17220,15995.6666666666
201801하순,246,파,2,쪽파,상품,kg,1,2993,0,2147,4844,4017.0
201801하순,246,파,2,쪽파,중품,kg,1,2573,0,1727,4300,3518.33333333333
201801하순,246,파,0,대파,상품,kg,1,2118,0,1760,2516,1927.33333333333
201801하순,246,파,0,대파,중품,kg,1,1705,0,1340,2196,1651.33333333333
201802상순,152,감자,2,대지마,상품,kg,20,66200,0,0,69375,0.0
201802상순,152,감자,2,대지마,중품,kg,20,61000,0,0,60375,0.0
201802상순,152,감자,1,수미,상품,kg,20,55086,0,49029,34700,28579.0
201802상순,152,감자,1,수미,중품,kg,20,49714,0,43829,30700,24255.3333333333
201802상순,241,건고추,2,양건,중품,kg,30,670000,0,670000,304375,414333.333333333
201802상순,241,건고추,0,화건,중품,kg,30,545000,0,545000,235000,336333.333333333
201802상순,241,건고추,2,양건,상품,kg,30,715000,0,715000,355000,464666.666666666
201802상순,258,깐마늘(국산),3,깐마늘(대서),중품,kg,20,121829,0,118800,0,0.0
201802상순,258,깐마늘(국산),5,깐마늘(남도),중품,kg,20,127400,0,124400,0,0.0
201802상순,231,무,6,월동,중품,kg,20,13943,0,7203,15900,10506.0
201802상순,231,무,6,월동,상품,kg,20,16729,0,9214,20100,12706.0
201802상순,412,배,1,신고,중품,kg,15,33743,0,29000,33375,37336.0
201802상순,412,배,1,신고,상품,kg,15,39486,0,34200,39775,45669.3333333333
201802상순,211,배추,6,월동,중품,kg,10,8780,0,6000,8225,5880.66666666666
201802상순,211,배추,6,월동,상품,kg,10,9951,0,7000,10225,7214.0
201802상순,411,사과,5,후지,상품,kg,10,41457,0,35029,41400,44176.6666666666
201802상순,411,사과,5,후지,중품,kg,10,36629,0,30171,36000,38222.3333333333
201802상순,214,상추,1,적,상품,kg,4,22000,0,23914,12100,16843.0
201802상순,214,상추,2,청,상품,kg,4,20257,0,20657,10400,15130.0
201802상순,214,상추,2,청,중품,kg,4,16000,0,17057,7750,12070.6666666666
201802상순,214,상추,1,적,중품,kg,4,18171,0,20029,8875,13344.0
201802상순,245,양파,10,수입,중품,kg,20,18250,0,17929,18750,0.0
201802상순,245,양파,0,양파,상품,kg,15,17507,0,17957,19969,18934.6666666666
201802상순,245,양파,0,양파,중품,kg,15,14014,0,14507,17719,16726.3333333333
201802상순,246,파,2,쪽파,상품,kg,1,3446,0,2340,5525,4484.66666666666
201802상순,246,파,0,대파,중품,kg,1,2129,0,1380,2118,1700.33333333333
201802상순,246,파,0,대파,상품,kg,1,2529,0,1800,2438,1978.33333333333
201802상순,246,파,2,쪽파,중품,kg,1,3026,0,1920,5005,3984.66666666666
201802중순,152,감자,2,대지마,중품,kg,20,61320,0,59400,58000,0.0
201802중순,152,감자,2,대지마,상품,kg,20,66520,0,64600,67000,0.0
201802중순,152,감자,1,수미,상품,kg,20,56000,0,50771,35267,29247.6666666666
201802중순,152,감자,1,수미,중품,kg,20,50400,0,45571,31267,24994.3333333333
201802중순,241,건고추,0,화건,중품,kg,30,545000,0,545000,235000,333000.0
201802중순,241,건고추,2,양건,중품,kg,30,670000,0,670000,305000,412666.666666666
201802중순,241,건고추,2,양건,상품,kg,30,715000,0,715000,355000,463000.0
201802중순,258,깐마늘(국산),5,깐마늘(남도),중품,kg,20,130000,0,123400,0,0.0
201802중순,258,깐마늘(국산),3,깐마늘(대서),중품,kg,20,124200,0,117800,0,0.0
201802중순,231,무,6,월동,중품,kg,20,13520,0,6789,14600,8931.33333333333
201802중순,231,무,6,월동,상품,kg,20,16600,0,8977,18800,11255.3333333333
201802중순,412,배,1,신고,상품,kg,15,39400,0,35143,40000,43823.6666666666
201802중순,412,배,1,신고,중품,kg,15,33800,0,29543,34000,35740.3333333333
201802중순,211,배추,6,월동,상품,kg,10,8760,0,6674,9717,7342.66666666666
201802중순,211,배추,6,월동,중품,kg,10,7660,0,5674,7717,6009.33333333333
201802중순,411,사과,5,후지,중품,kg,10,37280,0,31057,35000,38518.6666666666
201802중순,411,사과,5,후지,상품,kg,10,42240,0,35857,40000,44566.3333333333
201802중순,214,상추,1,적,중품,kg,4,17480,0,19857,8167,10950.6666666666
201802중순,214,상추,2,청,중품,kg,4,16800,0,17171,7600,10114.3333333333
201802중순,214,상추,2,청,상품,kg,4,21200,0,20914,10200,13247.6666666666
201802중순,214,상추,1,적,상품,kg,4,21680,0,23457,10867,14298.6666666666
201802중순,245,양파,10,수입,중품,kg,20,18250,0,17750,18750,0.0
201802중순,245,양파,0,양파,상품,kg,15,17010,0,17936,20150,18788.0
201802중순,245,양파,0,양파,중품,kg,15,13680,0,14486,17775,16546.3333333333
201802중순,246,파,0,대파,중품,kg,1,2052,0,1534,2170,1810.0
201802중순,246,파,0,대파,상품,kg,1,2452,0,1954,2493,2091.0
201802중순,246,파,2,쪽파,중품,kg,1,3012,0,2234,5423,3739.0
201802중순,246,파,2,쪽파,상품,kg,1,3432,0,2654,5943,4212.66666666666
201802하순,152,감자,2,대지마,중품,kg,20,60433,0,60075,57167,42529.0
201802하순,152,감자,1,수미,상품,kg,20,55167,0,54000,35267,29491.0
201802하순,152,감자,1,수미,중품,kg,20,49633,0,48800,31267,25231.0
201802하순,152,감자,2,대지마,상품,kg,20,65633,0,65275,66167,49571.3333333333
201802하순,241,건고추,2,양건,상품,kg,30,705833,0,715000,355000,463000.0
201802하순,241,건고추,0,화건,중품,kg,30,535833,0,545000,235000,333000.0
201802하순,241,건고추,2,양건,중품,kg,30,660833,0,670000,305000,412666.666666666
201802하순,258,깐마늘(국산),3,깐마늘(대서),중품,kg,20,124200,0,117800,0,0.0
201802하순,258,깐마늘(국산),5,깐마늘(남도),중품,kg,20,130000,0,123400,0,0.0
201802하순,231,무,6,월동,중품,kg,20,13233,0,7250,13500,8460.0
201802하순,231,무,6,월동,상품,kg,20,16433,0,9450,17567,10760.0
201802하순,412,배,1,신고,상품,kg,15,38433,0,36575,38900,43155.3333333333
201802하순,412,배,1,신고,중품,kg,15,32833,0,31025,32900,35589.0
201802하순,211,배추,6,월동,상품,kg,10,8417,0,6890,10200,7982.33333333333
201802하순,211,배추,6,월동,중품,kg,10,7317,0,5865,8200,6566.66666666666
201802하순,411,사과,5,후지,상품,kg,10,41267,0,38175,38800,43414.6666666666
201802하순,411,사과,5,후지,중품,kg,10,36267,0,33375,33800,37392.3333333333
201802하순,214,상추,2,청,중품,kg,4,8500,0,16100,7333,8066.66666666666
201802하순,214,상추,2,청,상품,kg,4,12633,0,19875,9933,10766.6666666666
201802하순,214,상추,1,적,상품,kg,4,13900,0,22350,10433,11944.3333333333
201802하순,214,상추,1,적,중품,kg,4,9800,0,18550,7533,8988.66666666666
201802하순,245,양파,10,수입,중품,kg,20,18250,0,18250,18500,0.0
201802하순,245,양파,0,양파,상품,kg,15,16000,0,17878,20025,18416.6666666666
201802하순,245,양파,0,양파,중품,kg,15,12875,0,14353,17625,16141.6666666666
201802하순,246,파,0,대파,중품,kg,1,1777,0,1705,2347,1876.66666666666
201802하순,246,파,0,대파,상품,kg,1,2177,0,2118,2700,2172.0
201802하순,246,파,2,쪽파,중품,kg,1,2613,0,2573,5460,3497.33333333333
201802하순,246,파,2,쪽파,상품,kg,1,3033,0,2993,5973,4005.66666666666
201803상순,152,감자,1,수미,중품,kg,20,53033,0,49714,31657,26110.6666666666
201803상순,152,감자,2,대지마,상품,kg,20,64600,0,66200,67857,48364.0
201803상순,152,감자,2,대지마,중품,kg,20,59400,0,61000,58857,42093.3333333333
201803상순,152,감자,1,수미,상품,kg,20,58433,0,55086,35657,30482.0
201803상순,241,건고추,0,화건,중품,kg,30,518333,0,545000,238571,333000.0
201803상순,241,건고추,2,양건,상품,kg,30,685000,0,715000,358571,463000.0
201803상순,241,건고추,2,양건,중품,kg,30,640000,0,670000,308571,412666.666666666
201803상순,258,깐마늘(국산),3,깐마늘(대서),중품,kg,20,124200,0,121829,0,0.0
201803상순,258,깐마늘(국산),5,깐마늘(남도),중품,kg,20,130000,0,127400,0,0.0
201803상순,231,무,6,월동,상품,kg,20,18333,0,16729,17629,11773.3333333333
201803상순,231,무,6,월동,중품,kg,20,15133,0,13943,13629,9424.66666666666
201803상순,412,배,1,신고,중품,kg,15,32267,0,33743,34657,36284.3333333333
201803상순,412,배,1,신고,상품,kg,15,37867,0,39486,40657,43884.3333333333
201803상순,211,배추,6,월동,상품,kg,10,8700,0,9951,9657,8581.0
201803상순,211,배추,6,월동,중품,kg,10,7600,0,8780,7657,7038.0
201803상순,411,사과,5,후지,중품,kg,10,35400,0,36629,34086,37336.6666666666
201803상순,411,사과,5,후지,상품,kg,10,40267,0,41457,39086,43314.3333333333
201803상순,214,상추,1,적,상품,kg,4,12500,0,22000,12286,11882.6666666666
201803상순,214,상추,1,적,중품,kg,4,8567,0,18171,8886,9025.33333333333
201803상순,214,상추,2,청,상품,kg,4,12500,0,20257,11057,10657.0
201803상순,214,상추,2,청,중품,kg,4,8233,0,16000,8400,8075.33333333333
201803상순,245,양파,0,양파,중품,kg,15,11850,0,14014,18986,16514.3333333333
201803상순,245,양파,0,양파,상품,kg,15,14975,0,17507,21086,18714.3333333333
201803상순,245,양파,10,수입,중품,kg,20,18042,0,18250,19143,0.0
201803상순,246,파,2,쪽파,상품,kg,1,2667,0,3446,4883,3471.66666666666
201803상순,246,파,0,대파,중품,kg,1,1690,0,2129,2657,1977.0
201803상순,246,파,0,대파,상품,kg,1,2087,0,2529,3014,2295.33333333333
201803상순,246,파,2,쪽파,중품,kg,1,2240,0,3026,4391,3026.66666666666
201803중순,152,감자,1,수미,중품,kg,20,54114,0,50400,31867,25505.6666666666
201803중순,152,감자,1,수미,상품,kg,20,59514,0,56000,35767,29922.3333333333
201803중순,241,건고추,0,화건,중품,kg,30,530000,0,545000,240000,331541.666666666
201803중순,241,건고추,2,양건,중품,kg,30,650000,0,670000,310000,411416.666666666
201803중순,241,건고추,2,양건,상품,kg,30,695000,0,715000,360000,461750.0
201803중순,258,깐마늘(국산),3,깐마늘(대서),중품,kg,20,124200,0,124200,0,0.0
201803중순,258,깐마늘(국산),5,깐마늘(남도),중품,kg,20,130000,0,130000,0,0.0
201803중순,231,무,6,월동,상품,kg,20,18229,0,16600,16033,11502.6666666666
201803중순,231,무,6,월동,중품,kg,20,14743,0,13520,12033,9247.33333333333
201803중순,412,배,1,신고,상품,kg,15,39657,0,39400,41200,43200.0
201803중순,412,배,1,신고,중품,kg,15,33857,0,33800,35200,35600.0
201803중순,211,배추,6,월동,중품,kg,10,7514,0,7660,7400,7105.66666666666
201803중순,211,배추,6,월동,상품,kg,10,8614,0,8760,9400,8668.33333333333
201803중순,411,사과,5,후지,중품,kg,10,37771,0,37280,33400,37139.0
201803중순,411,사과,5,후지,상품,kg,10,43171,0,42240,38400,43116.6666666666
201803중순,214,상추,1,적,상품,kg,4,10943,0,21680,9700,10933.3333333333
201803중순,214,상추,1,적,중품,kg,4,7243,0,17480,6600,8212.66666666666
201803중순,214,상추,2,청,중품,kg,4,6829,0,16800,5900,7241.66666666666
201803중순,214,상추,2,청,상품,kg,4,10557,0,21200,8467,9630.66666666666
201803중순,245,양파,0,양파,중품,kg,15,10500,0,13680,18700,16367.0
201803중순,245,양파,10,수입,중품,kg,20,17714,0,18250,19167,0.0
201803중순,245,양파,0,양파,상품,kg,15,13779,0,17010,20800,18564.6666666666
201803중순,246,파,2,쪽파,상품,kg,1,2326,0,3432,3920,2703.33333333333
201803중순,246,파,0,대파,상품,kg,1,1886,0,2452,2837,2183.33333333333
201803중순,246,파,0,대파,중품,kg,1,1506,0,2052,2463,1896.0
201803중순,246,파,2,쪽파,중품,kg,1,1903,0,3012,3457,2293.33333333333
201803하순,152,감자,1,수미,중품,kg,20,58800,0,49633,30489,23958.6666666666
201803하순,152,감자,1,수미,상품,kg,20,64200,0,55167,34289,28026.3333333333
201803하순,241,건고추,2,양건,중품,kg,30,650000,0,660833,310000,405555.666666666
201803하순,241,건고추,0,화건,중품,kg,30,530000,0,535833,240000,328666.666666666
201803하순,241,건고추,2,양건,상품,kg,30,695000,0,705833,360000,455444.333333333
201803하순,258,깐마늘(국산),3,깐마늘(대서),중품,kg,20,123825,0,124200,0,0.0
201803하순,258,깐마늘(국산),5,깐마늘(남도),중품,kg,20,130000,0,130000,0,0.0
201803하순,231,무,6,월동,중품,kg,20,15425,0,13233,12556,9800.0
201803하순,231,무,6,월동,상품,kg,20,19225,0,16433,16556,12076.0
201803하순,412,배,1,신고,상품,kg,15,39375,0,38433,41044,43148.0
201803하순,412,배,1,신고,중품,kg,15,33575,0,32833,35044,35548.0
201803하순,211,배추,6,월동,상품,kg,10,8863,0,8417,9367,8860.33333333333
201803하순,211,배추,6,월동,중품,kg,10,7763,0,7317,7367,7393.66666666666
201803하순,411,사과,5,후지,상품,kg,10,42450,0,41267,38733,43215.6666666666
201803하순,411,사과,5,후지,중품,kg,10,37050,0,36267,33733,37187.3333333333
201803하순,214,상추,2,청,중품,kg,4,11463,0,8500,7022,7274.0
201803하순,214,상추,1,적,상품,kg,4,15225,0,13900,10622,10655.0
201803하순,214,상추,2,청,상품,kg,4,14800,0,12633,9378,9573.66666666666
201803하순,214,상추,1,적,중품,kg,4,11575,0,9800,7822,8036.0
201803하순,245,양파,0,양파,중품,kg,15,9113,0,12875,19367,16178.0
201803하순,245,양파,10,수입,중품,kg,20,17344,0,18250,19444,0.0
201803하순,245,양파,0,양파,상품,kg,15,12413,0,16000,21617,18355.6666666666
201803하순,246,파,0,대파,중품,kg,1,1268,0,1777,2351,1741.0
201803하순,246,파,2,쪽파,중품,kg,1,1615,0,2613,2722,1842.0
201803하순,246,파,2,쪽파,상품,kg,1,2055,0,3033,3182,2227.66666666666
201803하순,246,파,0,대파,상품,kg,1,1643,0,2177,2740,2035.0
201804상순,152,감자,1,수미,중품,kg,20,78629,0,53033,29633,24658.3333333333
201804상순,152,감자,1,수미,상품,kg,20,84371,0,58433,33433,28502.6666666666
201804상순,241,건고추,0,화건,중품,kg,30,530000,0,518333,240000,327333.333333333
201804상순,241,건고추,2,양건,중품,kg,30,650000,0,640000,310000,403666.666666666
201804상순,241,건고추,2,양건,상품,kg,30,695000,0,685000,360000,453333.333333333
201804상순,258,깐마늘(국산),3,깐마늘(대서),중품,kg,20,122857,0,124200,0,0.0
201804상순,258,깐마늘(국산),5,깐마늘(남도),중품,kg,20,130000,0,130000,0,0.0
201804상순,231,무,6,월동,상품,kg,20,18257,0,18333,15567,12147.3333333333
201804상순,231,무,6,월동,중품,kg,20,14457,0,15133,11967,9614.0
201804상순,412,배,1,신고,상품,kg,15,39200,0,37867,41933,43644.3333333333
201804상순,412,배,1,신고,중품,kg,15,33400,0,32267,35933,36044.3333333333
201804상순,211,배추,6,월동,중품,kg,10,7143,0,7600,6817,7093.33333333333
201804상순,211,배추,6,월동,상품,kg,10,8243,0,8700,8817,8593.33333333333
201804상순,411,사과,5,후지,중품,kg,10,36714,0,35400,33933,37527.6666666666
201804상순,411,사과,5,후지,상품,kg,10,42114,0,40267,38933,43327.6666666666
201804상순,214,상추,2,청,중품,kg,4,8671,0,8233,7967,7914.0
201804상순,214,상추,1,적,상품,kg,4,13057,0,12500,11667,11947.3333333333
201804상순,214,상추,1,적,중품,kg,4,9443,0,8567,8867,9061.33333333333
201804상순,214,상추,2,청,상품,kg,4,12086,0,12500,10167,10461.3333333333
201804상순,245,양파,0,양파,상품,kg,15,10693,0,14975,21750,18521.0
201804상순,245,양파,0,양파,중품,kg,15,7414,0,11850,19125,16187.6666666666
201804상순,245,양파,10,수입,중품,kg,20,15357,0,18042,19417,0.0
201804상순,246,파,0,대파,중품,kg,1,1063,0,1690,2088,1711.0
201804상순,246,파,0,대파,상품,kg,1,1423,0,2087,2508,2018.33333333333
201804상순,246,파,2,쪽파,중품,kg,1,1246,0,2240,2480,1914.33333333333
201804상순,246,파,2,쪽파,상품,kg,1,1686,0,2667,2940,2301.66666666666
201804중순,152,감자,1,수미,상품,kg,20,123875,0,59514,33100,28300.0
201804중순,152,감자,1,수미,중품,kg,20,110775,0,54114,29300,24452.3333333333
201804중순,241,건고추,2,양건,중품,kg,30,650000,0,650000,305625,399857.0
201804중순,241,건고추,2,양건,상품,kg,30,695000,0,695000,355625,448952.333333333
201804중순,241,건고추,0,화건,중품,kg,30,530000,0,530000,236250,323523.666666666
201804중순,258,깐마늘(국산),5,깐마늘(남도),중품,kg,20,135000,0,130000,0,0.0
201804중순,258,깐마늘(국산),3,깐마늘(대서),중품,kg,20,123000,0,124200,0,0.0
201804중순,231,무,6,월동,상품,kg,20,19600,0,18229,15950,11883.3333333333
201804중순,231,무,6,월동,중품,kg,20,15800,0,14743,12350,9369.0
201804중순,412,배,1,신고,중품,kg,15,32550,0,33857,36000,36133.3333333333
201804중순,412,배,1,신고,상품,kg,15,38250,0,39657,42000,43733.3333333333
201804중순,211,배추,6,월동,상품,kg,10,8213,0,8614,7488,7934.0
201804중순,211,배추,6,월동,중품,kg,10,7113,0,7514,5488,6434.0
201804중순,411,사과,5,후지,상품,kg,10,40725,0,43171,38600,43342.6666666666
201804중순,411,사과,5,후지,중품,kg,10,35325,0,37771,33600,37543.0
201804중순,214,상추,2,청,상품,kg,4,13588,0,10557,10700,12434.6666666666
201804중순,214,상추,2,청,중품,kg,4,10388,0,6829,8500,10093.6666666666
201804중순,214,상추,1,적,상품,kg,4,14125,0,10943,12100,13762.0
201804중순,214,상추,1,적,중품,kg,4,10725,0,7243,9350,10824.0
201804중순,245,양파,2,햇양파,상품,kg,15,13757,0,0,19238,0.0
201804중순,245,양파,2,햇양파,중품,kg,15,10457,0,0,16294,0.0
201804중순,245,양파,0,양파,상품,kg,15,10406,0,13779,19200,17881.0
201804중순,245,양파,0,양파,중품,kg,15,7275,0,10500,16800,15472.6666666666
201804중순,245,양파,10,수입,중품,kg,20,15438,0,17714,18875,0.0
201804중순,246,파,0,대파,상품,kg,1,1245,0,1886,2218,2014.0
201804중순,246,파,0,대파,중품,kg,1,900,0,1506,1785,1678.66666666666
201804중순,246,파,2,쪽파,중품,kg,1,1275,0,1903,1873,1852.33333333333
201804중순,246,파,2,쪽파,상품,kg,1,1723,0,2326,2325,2240.33333333333
201804하순,152,감자,1,수미,중품,kg,20,100367,0,58800,28800,23409.6666666666
201804하순,152,감자,1,수미,상품,kg,20,113367,0,64200,32800,27381.0
201804하순,241,건고추,2,양건,중품,kg,30,650000,0,650000,305000,395143.0
201804하순,241,건고추,2,양건,상품,kg,30,695000,0,695000,355000,443619.0
201804하순,241,건고추,0,화건,중품,kg,30,530000,0,530000,240000,318619.0
201804하순,258,깐마늘(국산),3,깐마늘(대서),중품,kg,20,123000,0,123825,0,0.0
201804하순,258,깐마늘(국산),5,깐마늘(남도),중품,kg,20,135000,0,130000,0,0.0
201804하순,231,무,6,월동,중품,kg,20,19367,0,15425,12287,10114.6666666666
201804하순,231,무,6,월동,상품,kg,20,23500,0,19225,15867,12603.3333333333
201804하순,412,배,1,신고,상품,kg,15,37100,0,39375,41633,43611.0
201804하순,412,배,1,신고,중품,kg,15,31500,0,33575,35600,36000.0
201804하순,211,배추,6,월동,상품,kg,10,8050,0,8863,7117,7978.0
201804하순,211,배추,6,월동,중품,kg,10,6950,0,7763,5117,6535.0
201804하순,411,사과,5,후지,상품,kg,10,39267,0,42450,37700,43055.3333333333
201804하순,411,사과,5,후지,중품,kg,10,33700,0,37050,32700,37255.6666666666
201804하순,214,상추,2,청,중품,kg,4,10700,0,11463,9867,9179.66666666666
201804하순,214,상추,1,적,상품,kg,4,14967,0,15225,14067,13775.0
201804하순,214,상추,2,청,상품,kg,4,13800,0,14800,12200,11805.0
201804하순,214,상추,1,적,중품,kg,4,11500,0,11575,11300,10919.0
201804하순,245,양파,10,수입,중품,kg,20,15667,0,17344,18208,0.0
201804하순,245,양파,0,양파,상품,kg,15,14925,0,12413,13975,0.0
201804하순,245,양파,0,양파,중품,kg,15,11775,0,9113,11425,0.0
201804하순,246,파,2,쪽파,중품,kg,1,2087,0,1615,1457,1833.66666666666
201804하순,246,파,0,대파,상품,kg,1,1210,0,1643,1693,1826.0
201804하순,246,파,0,대파,중품,kg,1,870,0,1268,1247,1470.0
201804하순,246,파,2,쪽파,상품,kg,1,2547,0,2055,1890,2210.0
201805상순,152,감자,1,수미,상품,kg,20,86800,0,84371,45200,31503.3333333333
201805상순,152,감자,1,수미,중품,kg,20,73800,0,78629,40600,27410.0
201805상순,241,건고추,2,양건,중품,kg,30,650000,0,650000,305000,394666.666666666
201805상순,241,건고추,2,양건,상품,kg,30,695000,0,695000,355000,443000.0
201805상순,241,건고추,0,화건,중품,kg,30,530000,0,530000,240000,314952.333333333
