YYYYMMSOON,가락시장 품목코드(5자리),품목(품종)명,거래단위,등급(특 5% 상 35% 중 40% 하 20%),평균가격(원),전순 평균가격(원) PreVious SOON,전달 평균가격(원) PreVious MMonth,전년 평균가격(원) PreVious YeaR,평년 평균가격(원) Common Year SOON
201801상순,24202,꽈리고추,4키로상자,하,21259.8571428571,19335.3333333333,10668.875,22845.1428571428,19233.9285714285
201801상순,24501,대파(일반),1키로단,하,1269.71428571428,1026.55555555555,869.375,1649.57142857142,1270.66269841269
201801상순,24501,대파(일반),1키로단,특,1969.28571428571,1961.55555555555,2003.25,2250.28571428571,1872.791005291
201801상순,24501,대파(일반),1키로단,중,1408.14285714285,1199.88888888888,1205.375,1789.57142857142,1409.39417989417
201801상순,23100,무,18키로상자(비닐포),하,6561.71428571428,5444.11111111111,3679.125,14608.5714285714,6331.78042328042
201801상순,23100,무,18키로상자(비닐포),상,9283.57142857143,9200.44444444444,8507.125,21869.2857142857,9314.19312169312
201801상순,23100,무,18키로상자(비닐포),중,8294.71428571428,7631.88888888888,5908.125,19206.0,8080.0238095238
201801상순,23100,무,20키로상자,중,8294.71428571428,0.0,0.0,0.0,0.0
201801상순,23100,무,20키로상자,특,10220.2857142857,0.0,0.0,0.0,0.0
201801상순,23100,무,20키로상자,하,6561.71428571428,0.0,0.0,0.0,0.0
201801상순,23100,무,18키로상자(비닐포),특,10220.2857142857,10364.4444444444,10583.25,23711.5714285714,10549.0714285714
201801상순,41201,배 신고,5키로상자,특,7202.0,6907.44444444444,6888.0,0.0,0.0
201801상순,41201,배 신고,5키로상자,하,6001.28571428571,6045.22222222222,5610.28571428571,0.0,0.0
201801상순,41201,배 신고,5키로상자,중,6459.57142857142,6413.77777777777,6121.28571428571,0.0,0.0
201801상순,41201,배 신고,5키로상자,상,6725.85714285714,6630.33333333333,6393.42857142857,0.0,0.0
201801상순,41201,배 신고,15키로상자,하,15339.5714285714,13369.6666666666,11011.75,13707.5714285714,17687.4107142857
201801상순,41201,배 신고,15키로상자,특,38773.0,35225.8888888888,34767.875,47828.7142857142,49461.5436507936
201801상순,41201,배 신고,15키로상자,중,20856.4285714285,19038.0,16861.75,22382.5714285714,26056.3253968254
201801상순,41201,배 신고,15키로상자,상,27474.1428571428,27005.6666666666,24145.125,33369.0,36466.8888888888
201801상순,21100,배추,10키로망대,특,5886.85714285714,5845.55555555555,6090.375,10056.7142857142,6730.54365079365
201801상순,21100,배추,10키로망대,하,2845.0,2671.55555555555,2280.125,4913.14285714285,3109.86111111111
201801상순,21100,배추,10키로망대,중,4349.42857142857,4055.0,3685.625,7303.42857142857,4682.48015873015
201801상순,21106,봄동배추,15키로상자,중,15130.1428571428,16293.6666666666,15979.0,0.0,0.0
201801상순,21106,봄동배추,15키로상자,하,11115.2857142857,13865.6666666666,12816.25,0.0,0.0
201801상순,21106,봄동배추,15키로상자,상,20367.8571428571,20844.6666666666,19146.625,19875.5714285714,0.0
201801상순,41129,사과 로얄부사,10키로상자,상,29785.5,0.0,0.0,29153.0,0.0
201801상순,41129,사과 로얄부사,10키로상자,중,20053.5,0.0,0.0,21184.4285714285,0.0
201801상순,41129,사과 로얄부사,10키로상자,특,40415.3333333333,0.0,0.0,39001.4285714285,0.0
201801상순,41129,사과 로얄부사,10키로상자,하,13023.1666666666,0.0,0.0,14339.8571428571,0.0
201801상순,41130,사과 미시마,10키로상자,중,22514.7142857142,20225.4444444444,18263.75,18748.2857142857,0.0
201801상순,41130,사과 미시마,10키로상자,특,44597.4285714285,36839.1111111111,36722.25,37681.7142857142,0.0
201801상순,41130,사과 미시마,10키로상자,하,12782.5714285714,11776.0,10786.875,12465.4285714285,0.0
201801상순,41130,사과 미시마,10키로상자,상,31845.5714285714,28196.8888888888,26334.625,27000.1428571428,0.0
201801상순,41131,사과 미얀마,10키로상자,중,19263.1428571428,18724.0,16810.0,19112.5714285714,0.0
201801상순,41131,사과 미얀마,10키로상자,특,32063.2857142857,30810.0,30457.125,35981.0,0.0
201801상순,41131,사과 미얀마,10키로상자,하,12826.4285714285,11389.3333333333,10179.375,14156.7142857142,0.0
201801상순,41131,사과 미얀마,10키로상자,상,26295.4285714285,24672.3333333333,23233.875,26773.8571428571,0.0
201801상순,41105,사과 부사,10키로상자,상,27434.8571428571,25354.4444444444,21589.0,25954.5714285714,0.0
201801상순,41105,사과 부사,10키로상자,중,18897.2857142857,17024.6666666666,14199.125,18741.0,0.0
201801상순,41105,사과 부사,10키로상자,특,39962.8571428571,33623.0,32089.875,35292.0,0.0
201801상순,41105,사과 부사,10키로상자,하,10980.1428571428,9575.11111111111,8103.75,12534.4285714285,0.0
201801상순,21408,상추 포기찹,4키로상자,중,17556.4285714285,16916.5555555555,9035.25,8033.14285714285,17872.7876984126
201801상순,21408,상추 포기찹,4키로상자,하,13819.2857142857,12568.4444444444,5466.375,5940.85714285714,13551.8273809523
201801상순,21408,상추 포기찹,4키로상자,상,22477.5714285714,22179.7777777777,12814.875,10877.0,22041.9166666666
201801상순,21110,쌈배추,8키로상자,하,5314.28571428571,4962.66666666666,4135.0,10301.0,0.0
201801상순,21110,쌈배추,8키로상자,특,15542.1428571428,14382.4444444444,9217.5,20748.1428571428,0.0
201801상순,21110,쌈배추,8키로상자,중,7693.14285714285,7661.77777777777,5939.25,14052.7142857142,0.0
201801상순,21110,쌈배추,8키로상자,상,12351.4285714285,11854.6666666666,7995.125,17495.2857142857,0.0
201801상순,21111,알배기배추,8키로상자,하,4795.57142857142,4029.77777777777,3042.375,8234.42857142857,5170.60119047619
201801상순,21111,알배기배추,8키로상자,상,10834.4285714285,11128.8888888888,8021.125,17394.5714285714,12052.3849206349
201801상순,21111,알배기배추,8키로상자,중,7494.0,7014.77777777777,5047.5,13002.5714285714,8527.64880952381
201801상순,21111,알배기배추,8키로상자,특,14751.1428571428,15295.6666666666,11007.625,19669.8571428571,14956.0634920634
201801상순,24400,양파,20키로,상,23763.0,22984.8888888888,24719.375,24250.1428571428,0.0
201801상순,24400,양파,20키로,중,20588.4285714285,20352.0,21175.5,22070.8571428571,0.0
201801상순,24400,양파,20키로,특,25873.2857142857,24987.4444444444,27095.125,26398.4285714285,0.0
201801상순,24400,양파,20키로,하,16494.4285714285,15200.0,16675.375,17341.7142857142,0.0
201801상순,24400,양파,12키로,상,12518.5714285714,11774.0,0.0,0.0,0.0
201801상순,24400,양파,12키로,중,11254.5714285714,10087.4444444444,0.0,0.0,0.0
201801상순,24400,양파,12키로,특,16150.5714285714,15545.4444444444,0.0,0.0,0.0
201801상순,24400,양파,12키로,하,9759.28571428571,8072.88888888888,0.0,0.0,0.0
201801상순,24400,양파,15키로,상,17372.4285714285,0.0,0.0,0.0,0.0
201801상순,24400,양파,15키로,중,16344.8571428571,0.0,0.0,0.0,0.0
201801상순,24400,양파,15키로,특,18369.1428571428,0.0,0.0,0.0,0.0
201801상순,24400,양파,15키로,하,13536.8571428571,0.0,0.0,0.0,0.0
201801상순,24400,양파,1키로,중,975.285714285714,918.0,1018.5,1144.0,1058.36309523809
201801상순,24400,양파,1키로,특,1338.14285714285,1277.0,1302.0,1353.71428571428,1255.40476190476
201801상순,24400,양파,1키로,하,823.571428571428,710.111111111111,801.0,957.428571428571,883.07738095238
201801상순,24450,양파 수입,1키로,특,1054.42857142857,1106.5,0.0,0.0,0.0
201801상순,24450,양파 수입,1키로,하,839.285714285714,934.777777777777,911.25,1048.0,0.0
201801상순,24450,양파 수입,1키로,중,955.571428571428,1014.77777777777,950.125,1084.25,0.0
201801상순,24450,양파 수입,1키로,상,976.285714285714,1045.66666666666,977.5,1108.5,0.0
201801상순,21109,얼갈이배추,4키로상자,상,5818.14285714285,4887.33333333333,4224.375,4498.42857142857,6353.9365079365
201801상순,21109,얼갈이배추,4키로상자,중,4863.85714285714,3920.22222222222,3195.625,3652.28571428571,5154.47619047619
201801상순,21109,얼갈이배추,4키로상자,하,3943.42857142857,3004.0,2359.125,2824.71428571428,4161.1455026455
201801상순,23106,열무,1.5키로단,중,2613.14285714285,3086.66666666666,2103.5,984.714285714285,1834.31746031746
201801상순,23106,열무,1.5키로단,하,2188.85714285714,2423.0,1678.875,749.571428571428,1494.00529100529
201801상순,23106,열무,1.5키로단,상,2899.42857142857,3543.33333333333,2434.75,1294.14285714285,2158.46031746031
201801상순,23106,열무,4키로상자,하,4501.85714285714,4534.22222222222,4796.5,3015.85714285714,4217.93386243386
201801상순,23106,열무,4키로상자,중,5510.0,5718.77777777777,0.0,0.0,0.0
201801상순,23106,열무,4키로상자,상,6465.71428571428,6842.22222222222,7405.375,5658.42857142857,6589.40211640211
201801상순,24206,오이맛고추,10키로상자,특,40795.0,34429.1111111111,0.0,0.0,0.0
201801상순,24206,오이맛고추,3.6키로상자,특,15292.5714285714,14583.2222222222,0.0,0.0,0.0
201801상순,24206,오이맛고추,3.6키로상자,하,13049.4285714285,12414.6666666666,7754.625,17318.1428571428,16647.4642857142
201801상순,24206,오이맛고추,3.6키로상자,중,13557.0,13307.5555555555,8360.875,18213.5714285714,18101.9219576719
201801상순,24206,오이맛고추,3.6키로상자,상,14391.8571428571,14070.2222222222,9015.5,19300.8571428571,19125.5476190476
201801상순,24206,오이맛고추,10키로상자,하,15594.8571428571,11228.5555555555,8090.0,31602.0,26178.7546296296
201801상순,24206,오이맛고추,10키로상자,중,30840.2857142857,23918.0,13571.625,43136.5714285714,40728.3571428571
201801상순,24206,오이맛고추,10키로상자,상,36859.8571428571,31180.5555555555,18331.75,47740.2857142857,46268.5396825396
201801상순,24406,자주양파,20키로,특,28381.0,23583.8888888888,21344.625,0.0,0.0
201801상순,24406,자주양파,20키로,중,25654.2857142857,17897.3333333333,17740.75,0.0,0.0
201801상순,24406,자주양파,20키로,하,21589.0,14897.2222222222,14096.25,0.0,0.0
201801상순,24406,자주양파,1키로,하,1083.57142857142,747.666666666666,705.5,0.0,0.0
201801상순,24406,자주양파,1키로,상,1376.57142857142,1089.66666666666,1011.625,0.0,0.0
201801상순,24406,자주양파,1키로,중,1282.71428571428,894.888888888888,884.875,0.0,0.0
201801상순,24406,자주양파,1키로,특,1419.0,1183.44444444444,1067.125,0.0,0.0
201801상순,24406,자주양파,20키로,상,27432.2857142857,21746.1111111111,20265.0,0.0,0.0
201801상순,21403,적상추,4키로상자,중,16877.4285714285,16940.6666666666,8291.375,6192.28571428571,16949.1309523809
201801상순,21403,적상추,4키로상자,상,21627.0,21662.0,11475.875,9162.28571428571,20500.8055555555
201801상순,21403,적상추,4키로상자,하,13130.5714285714,13003.1111111111,5206.75,3825.28571428571,12826.1765873015
201801상순,21405,적포기,4키로상자,중,6193.0,6012.22222222222,5318.625,4288.42857142857,10266.9226190476
201801상순,21405,적포기,4키로상자,하,4961.14285714285,4563.44444444444,4060.5,3324.0,8477.69047619047
201801상순,21405,적포기,4키로상자,상,7159.0,7156.44444444444,6437.25,5153.42857142857,11637.863095238
201801상순,24503,쪽파,10키로상자,상,41914.7142857142,43106.5555555555,23954.625,51177.0,50248.8333333333
201801상순,24503,쪽파,10키로상자,특,46524.2857142857,49155.6666666666,32643.125,58598.4285714285,57857.1613756613
201801상순,24503,쪽파,10키로상자,중,34961.2857142857,33149.6666666666,14554.25,43015.7142857142,40367.9047619047
201801상순,24503,쪽파,10키로상자,하,25572.4285714285,19325.4444444444,8006.625,32482.2857142857,28561.2804232804
201801상순,21409,쫑상추,4키로상자,하,5326.0,8060.22222222222,4207.875,0.0,0.0
201801상순,21409,쫑상추,4키로상자,상,11004.0,14750.8888888888,8261.625,0.0,0.0
201801상순,21409,쫑상추,4키로상자,중,8086.0,11947.5555555555,6192.125,0.0,0.0
201801상순,21404,청상추,4키로상자,상,15041.1428571428,15906.0,7611.375,8725.0,19851.6507936507
201801상순,21404,청상추,4키로상자,중,12492.7142857142,13417.1111111111,5316.0,6981.28571428571,16956.6309523809
201801상순,21404,청상추,4키로상자,하,9846.28571428571,9936.33333333333,3437.625,5118.28571428571,13076.2162698412
201801상순,24201,풋고추,10키로상자,상,32179.7142857142,35531.5555555555,21319.625,51041.8571428571,54599.1746031746
201801상순,24201,풋고추,10키로상자,특,41030.7142857142,42436.6666666666,29537.625,56111.7142857142,61217.4742063492
201801상순,24201,풋고추,10키로상자,하,13577.7142857142,13124.3333333333,8523.375,30595.1428571428,26446.2883597883
201801상순,24201,풋고추,10키로상자,중,26360.4285714285,27020.7777777777,15115.375,44510.8571428571,44767.3181216931
201801상순,24203,풋고추 청양,10키로상자,하,21516.2857142857,14911.1111111111,17900.25,19305.2857142857,47040.1587301587
201801상순,24203,풋고추 청양,10키로상자,특,38338.4285714285,32312.0,29278.875,33978.0,70492.8749999999
201801상순,24203,풋고추 청양,10키로상자,중,29635.8571428571,23781.6666666666,24303.125,27208.8571428571,60921.1984126984
201801상순,24203,풋고추 청양,10키로상자,상,34423.5714285714,28762.3333333333,26954.625,30700.2857142857,66684.492063492
201801상순,24210,홍고추,10키로상자,하,20003.1428571428,28659.4444444444,42791.5,37566.2857142857,26116.119047619
201801상순,24210,홍고추,10키로상자,특,50090.7142857142,68067.4444444444,84165.25,113088.571428571,89865.9166666666
201801상순,24210,홍고추,10키로상자,중,32939.4285714285,47060.3333333333,66660.375,65151.7142857142,50527.2023809523
201801상순,24210,홍고추,10키로상자,상,43261.7142857142,58662.1111111111,77140.125,91519.4285714285,73206.8035714285
201801중순,15203,감자 대지,20키로상자,하,19203.8888888888,16557.1428571428,15911.6666666666,9418.0,9850.75
201801중순,15203,감자 대지,20키로상자,상,63084.0,51219.8571428571,58961.3333333333,55805.0,41401.7685185185
201801중순,15203,감자 대지,20키로상자,중,41269.0,35185.2857142857,35167.7777777777,23385.8888888888,24494.7129629629
201801중순,15203,감자 대지,20키로상자,특,71545.4444444444,60523.8571428571,67954.3333333333,71555.8888888888,48856.3194444444
201801중순,15205,감자 수미,20키로상자,특,67498.4444444444,61074.1428571428,62895.0,45454.5555555555,30962.3379629629
201801중순,15205,감자 수미,20키로상자,하,19455.5555555555,16115.2857142857,16833.8888888888,9665.55555555555,9174.39351851852
201801중순,15205,감자 수미,20키로상자,중,35751.1111111111,32111.8571428571,33915.4444444444,20471.2222222222,18033.1342592592
201801중순,24505,깐쪽파,10키로상자,중,63104.4444444444,45630.5714285714,39115.0,42317.8888888888,46693.3379629629
201801중순,24505,깐쪽파,10키로상자,하,49831.2222222222,36638.2857142857,31467.6666666666,31125.8888888888,35857.0833333333
201801중순,24505,깐쪽파,10키로상자,특,86647.8888888888,64458.2857142857,52461.5555555555,65334.6666666666,69958.2824074074
201801중순,24505,깐쪽파,10키로상자,상,74540.3333333333,54539.8571428571,45478.8888888888,54823.7777777777,58881.6064814814
201801중순,24202,꽈리고추,4키로상자,특,35922.2222222222,29987.0,23282.3333333333,32501.8888888888,33332.1712962963
201801중순,24202,꽈리고추,4키로상자,중,30322.5555555555,24359.7142857142,17285.5555555555,27376.1111111111,27169.037037037
201801중순,24202,꽈리고추,4키로상자,하,27346.3333333333,21259.8571428571,14604.8888888888,24311.5555555555,23266.2685185185
201801중순,24202,꽈리고추,4키로상자,상,33055.2222222222,27010.0,19853.7777777777,29585.0,29758.4166666666
201801중순,24551,대파 수입,10키로상자,상,13200.0,0.0,0.0,6891.0,0.0
201801중순,24501,대파(일반),1키로단,하,1191.77777777777,1269.71428571428,1096.66666666666,1542.0,1104.59259259259
201801중순,24501,대파(일반),1키로단,특,1843.77777777777,1969.28571428571,2040.55555555555,2107.22222222222,1649.39814814814
201801중순,24501,대파(일반),1키로단,중,1326.0,1408.14285714285,1283.22222222222,1665.33333333333,1235.39351851851
201801중순,23100,무,18키로상자(비닐포),중,8227.88888888888,8294.71428571428,7139.44444444444,15009.5555555555,6359.58333333333
201801중순,23100,무,18키로상자(비닐포),특,10433.1111111111,10220.2857142857,11325.6666666666,19365.2222222222,8956.23148148148
201801중순,23100,무,18키로상자(비닐포),하,6909.33333333333,6561.71428571428,5065.77777777777,10593.1111111111,4683.37037037037
201801중순,23100,무,18키로상자(비닐포),상,9259.88888888888,9283.57142857143,9664.44444444444,17445.3333333333,7731.43981481481
201801중순,23100,무,20키로상자,하,6909.33333333333,6561.71428571428,0.0,0.0,0.0
201801중순,23100,무,20키로상자,특,10433.1111111111,10220.2857142857,0.0,0.0,0.0
201801중순,23100,무,20키로상자,중,8227.88888888888,8294.71428571428,0.0,0.0,0.0
201801중순,41201,배 신고,5키로상자,하,6513.77777777777,6001.28571428571,5528.71428571428,0.0,0.0
201801중순,41201,배 신고,5키로상자,특,7760.22222222222,7202.0,6500.0,0.0,0.0
201801중순,41201,배 신고,5키로상자,중,6700.11111111111,6459.57142857142,6002.42857142857,0.0,0.0
201801중순,41201,배 신고,5키로상자,상,7176.11111111111,6725.85714285714,6227.85714285714,0.0,0.0
201801중순,41201,배 신고,15키로상자,하,12628.5555555555,15339.5714285714,11963.1111111111,9855.22222222222,15651.0787037037
201801중순,41201,배 신고,15키로상자,특,38789.6666666666,38773.0,35899.7777777777,42413.1111111111,48651.7407407407
201801중순,41201,배 신고,15키로상자,상,26914.1111111111,27474.1428571428,25905.3333333333,27369.5555555555,34378.4953703703
201801중순,41201,배 신고,15키로상자,중,19444.2222222222,20856.4285714285,18515.6666666666,16992.3333333333,23684.537037037
201801중순,21100,배추,10키로망대,하,2795.22222222222,2845.0,2570.77777777777,4556.33333333333,2721.12499999999
201801중순,21100,배추,10키로망대,특,5876.22222222222,5886.85714285714,6335.22222222222,9986.22222222222,6709.72222222222
201801중순,21100,배추,10키로망대,중,4118.66666666666,4349.42857142857,4149.33333333333,6835.44444444444,4140.08333333333
201801중순,21106,봄동배추,15키로상자,하,14232.2222222222,11115.2857142857,12994.2222222222,0.0,0.0
201801중순,21106,봄동배추,15키로상자,상,21518.3333333333,20367.8571428571,18583.1111111111,20387.0,20359.9675925925
201801중순,21106,봄동배추,15키로상자,중,15992.1111111111,15130.1428571428,16113.2222222222,0.0,0.0
201801중순,41129,사과 로얄부사,10키로상자,하,13275.6666666666,13023.1666666666,0.0,13822.0,0.0
201801중순,41129,사과 로얄부사,10키로상자,상,30378.2222222222,29785.5,0.0,32116.3333333333,0.0
201801중순,41129,사과 로얄부사,10키로상자,중,21129.1111111111,20053.5,0.0,23236.1111111111,0.0
201801중순,41129,사과 로얄부사,10키로상자,특,39803.0,40415.3333333333,0.0,43452.8888888888,0.0
201801중순,41130,사과 미시마,10키로상자,특,38907.3333333333,44597.4285714285,40204.3333333333,45825.8888888888,0.0
201801중순,41130,사과 미시마,10키로상자,하,11720.5555555555,12782.5714285714,12031.0,11887.6666666666,0.0
201801중순,41130,사과 미시마,10키로상자,상,28655.1111111111,31845.5714285714,30701.8888888888,32787.6666666666,0.0
201801중순,41130,사과 미시마,10키로상자,중,19514.3333333333,22514.7142857142,22588.2222222222,21346.3333333333,0.0
201801중순,41131,사과 미얀마,10키로상자,상,24513.6666666666,26295.4285714285,23337.0,23279.0,0.0
201801중순,41131,사과 미얀마,10키로상자,하,12326.3333333333,12826.4285714285,11808.0,11383.2222222222,0.0
201801중순,41131,사과 미얀마,10키로상자,특,34190.3333333333,32063.2857142857,27605.8888888888,30532.1111111111,0.0
201801중순,41131,사과 미얀마,10키로상자,중,18339.6666666666,19263.1428571428,17658.7777777777,15671.6666666666,0.0
201801중순,41105,사과 부사,10키로상자,하,10024.1111111111,10980.1428571428,9997.22222222222,9237.44444444444,0.0
201801중순,41105,사과 부사,10키로상자,상,26101.3333333333,27434.8571428571,27445.2222222222,24347.8888888888,0.0
201801중순,41105,사과 부사,10키로상자,특,39254.2222222222,39962.8571428571,35713.2222222222,35630.2222222222,0.0
201801중순,41105,사과 부사,10키로상자,중,17156.5555555555,18897.2857142857,17498.8888888888,15676.3333333333,0.0
201801중순,21408,상추 포기찹,4키로상자,상,18842.7777777777,22477.5714285714,18034.4444444444,10029.3333333333,14898.75
201801중순,21408,상추 포기찹,4키로상자,중,14500.3333333333,17556.4285714285,12853.8888888888,7389.33333333333,11610.8379629629
201801중순,21408,상추 포기찹,4키로상자,하,11125.1111111111,13819.2857142857,8690.33333333333,5067.22222222222,8470.44444444444
201801중순,21110,쌈배추,8키로상자,하,5584.88888888888,5314.28571428571,5822.44444444444,10814.5555555555,0.0
201801중순,21110,쌈배추,8키로상자,특,14115.3333333333,15542.1428571428,14400.8888888888,21681.4444444444,0.0
201801중순,21110,쌈배추,8키로상자,상,11008.4444444444,12351.4285714285,11889.7777777777,18206.1111111111,0.0
201801중순,21110,쌈배추,8키로상자,중,7792.88888888888,7693.14285714285,8354.44444444444,14605.6666666666,0.0
201801중순,21111,알배기배추,8키로상자,중,6960.55555555555,7494.0,8603.66666666666,13199.4444444444,9159.93518518518
201801중순,21111,알배기배추,8키로상자,특,14200.3333333333,14751.1428571428,14821.8888888888,21309.3333333333,15526.8564814814
201801중순,21111,알배기배추,8키로상자,하,4569.66666666666,4795.57142857142,4860.11111111111,8288.33333333333,5684.68518518518
201801중순,21111,알배기배추,8키로상자,상,9842.33333333333,10834.4285714285,12428.3333333333,17114.6666666666,12397.2685185185
201801중순,24400,양파,12키로,하,8475.66666666666,9759.28571428571,7907.33333333333,0.0,0.0
201801중순,24400,양파,12키로,특,14727.0,16150.5714285714,17362.6666666666,0.0,0.0
201801중순,24400,양파,12키로,중,10592.0,11254.5714285714,10457.3333333333,0.0,0.0
201801중순,24400,양파,12키로,상,12001.6666666666,12518.5714285714,13206.0,0.0,0.0
201801중순,24400,양파,20키로,하,15058.8888888888,16494.4285714285,17485.0,18600.2222222222,0.0
201801중순,24400,양파,20키로,특,23439.7777777777,25873.2857142857,25793.4444444444,26699.2222222222,0.0
201801중순,24400,양파,20키로,중,18003.8888888888,20588.4285714285,21080.7777777777,21573.3333333333,0.0
201801중순,24400,양파,20키로,상,20551.0,23763.0,23036.7777777777,23652.7777777777,0.0
201801중순,24400,양파,1키로,특,1227.77777777777,1338.14285714285,1369.0,1394.11111111111,1304.3287037037
201801중순,24400,양파,1키로,하,738.333333333333,823.571428571428,718.222222222222,959.777777777777,860.439814814814
201801중순,24400,양파,1키로,중,903.777777777777,975.285714285714,952.666666666666,1088.66666666666,993.134259259259
201801중순,24400,양파,15키로,하,12705.5555555555,13536.8571428571,0.0,0.0,0.0
201801중순,24400,양파,15키로,특,17559.0,18369.1428571428,0.0,0.0,0.0
201801중순,24400,양파,15키로,중,14252.8888888888,16344.8571428571,0.0,0.0,0.0
201801중순,24400,양파,15키로,상,15983.6666666666,17372.4285714285,0.0,0.0,0.0
201801중순,24450,양파 수입,1키로,특,1119.44444444444,1054.42857142857,0.0,0.0,0.0
201801중순,24450,양파 수입,1키로,상,984.777777777777,976.285714285714,988.0,1029.33333333333,0.0
201801중순,24450,양파 수입,1키로,중,946.666666666666,955.571428571428,951.0,1008.88888888888,0.0
201801중순,24450,양파 수입,1키로,하,875.0,839.285714285714,831.666666666666,988.666666666666,0.0
201801중순,21109,얼갈이배추,4키로상자,상,6515.88888888888,5818.14285714285,5178.0,4174.22222222222,5882.9074074074
201801중순,21109,얼갈이배추,4키로상자,중,5224.55555555555,4863.85714285714,4036.11111111111,3273.0,4547.875
201801중순,21109,얼갈이배추,4키로상자,하,4120.11111111111,3943.42857142857,3204.88888888888,2463.33333333333,3554.06944444444
201801중순,23106,열무,4키로상자,상,7411.88888888888,6465.71428571428,7361.11111111111,5168.44444444444,6270.79629629629
201801중순,23106,열무,4키로상자,하,5034.77777777777,4501.85714285714,5081.77777777777,2889.44444444444,4245.20833333333
201801중순,23106,열무,4키로상자,중,6239.88888888888,5510.0,6696.33333333333,0.0,0.0
201801중순,23106,열무,1.5키로단,상,2862.22222222222,2899.42857142857,2497.11111111111,1451.0,2435.48611111111
201801중순,23106,열무,1.5키로단,중,2485.22222222222,2613.14285714285,2306.66666666666,1218.77777777777,2186.68055555555
201801중순,23106,열무,1.5키로단,하,2042.66666666666,2188.85714285714,1983.55555555555,987.444444444444,1774.31944444444
201801중순,24206,오이맛고추,10키로상자,특,58211.6666666666,40795.0,25526.1666666666,0.0,0.0
201801중순,24206,오이맛고추,3.6키로상자,특,22768.0,15292.5714285714,12714.8333333333,0.0,0.0
201801중순,24206,오이맛고추,10키로상자,상,53795.6666666666,36859.8571428571,20746.5555555555,69917.1111111111,61358.1342592592
201801중순,24206,오이맛고추,3.6키로상자,하,19517.2222222222,13049.4285714285,9868.66666666666,18960.2222222222,18810.449074074
201801중순,24206,오이맛고추,3.6키로상자,중,20712.8888888888,13557.0,10611.6666666666,20030.4444444444,20227.0648148148
201801중순,24206,오이맛고추,3.6키로상자,상,21810.2222222222,14391.8571428571,11320.1111111111,20856.0,20985.25
201801중순,24206,오이맛고추,10키로상자,하,24837.1111111111,15594.8571428571,7778.11111111111,45894.5555555555,33878.3703703703
201801중순,24206,오이맛고추,10키로상자,중,44737.5555555555,30840.2857142857,14998.0,64539.2222222222,54754.375
201801중순,24406,자주양파,1키로,특,1365.22222222222,1419.0,1451.4,0.0,0.0
201801중순,24406,자주양파,20키로,하,16295.2222222222,21589.0,19202.0,0.0,0.0
201801중순,24406,자주양파,1키로,상,1281.88888888888,1376.57142857142,1346.6,0.0,0.0
201801중순,24406,자주양파,1키로,중,1128.44444444444,1282.71428571428,1162.8,0.0,0.0
201801중순,24406,자주양파,20키로,특,27303.6666666666,28381.0,28947.6,0.0,0.0
201801중순,24406,자주양파,20키로,중,22211.0,25654.2857142857,23226.6,0.0,0.0
201801중순,24406,자주양파,20키로,상,25535.7777777777,27432.2857142857,26884.8,0.0,0.0
201801중순,24406,자주양파,1키로,하,865.222222222222,1083.57142857142,961.6,0.0,0.0
201801중순,21403,적상추,4키로상자,하,11126.6666666666,13130.5714285714,8806.77777777777,3380.33333333333,7849.17129629629
201801중순,21403,적상추,4키로상자,중,14749.7777777777,16877.4285714285,12159.8888888888,5922.22222222222,11878.7268518518
