YYYYMMSOON,품목코드 ,품목명,품종코드 ,품종명,등급명,유통단계별 무게 ,유통단계별 단위 ,평균가격(원),전순 평균가격(원) PreVious SOON,전달 평균가격(원) PreVious MMonth,전년 평균가격(원) PreVious YeaR,평년 평균가격(원) Common Year SOON
201801중순,214,상추,1,적,상품,g,100,1003,0,711,652,960.0
201801중순,245,양파,0,양파,상품,kg,1,2070,0,2130,2032,2008.0
201801중순,245,양파,0,양파,중품,kg,1,1747,0,1747,1572,1452.66666666666
201801중순,246,파,0,대파,상품,kg,1,3035,0,2972,3683,2897.66666666666
201801중순,246,파,2,쪽파,상품,kg,1,5862,0,3765,6579,6691.33333333333
201801중순,246,파,2,쪽파,중품,kg,1,4488,0,2486,5480,4682.33333333333
201801중순,246,파,0,대파,중품,kg,1,2149,0,1915,2470,2006.33333333333
201801하순,152,감자,2,대지마,중품,g,100,452,0,561,0,0.0
201801하순,152,감자,2,대지마,상품,g,100,615,0,617,800,0.0
201801하순,152,감자,1,수미,상품,g,100,370,0,333,279,250.0
201801하순,152,감자,1,수미,중품,g,100,289,0,262,219,199.333333333333
201801하순,241,건고추,0,화건,상품,g,600,17807,0,17529,9768,10444.0
201801하순,241,건고추,2,양건,중품,g,600,18433,0,18067,10046,11314.0
201801하순,241,건고추,0,화건,중품,g,600,15969,0,15762,8320,9061.66666666666
201801하순,241,건고추,2,양건,상품,g,600,21038,0,20420,11221,12561.3333333333
201801하순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9612,0,9692,10140,7871.0
201801하순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7465,0,7505,8341,6287.66666666666
201801하순,231,무,6,월동,상품,개,1,1619,0,1623,2531,1423.0
201801하순,231,무,6,월동,중품,개,1,1347,0,1356,1943,1162.33333333333
201801하순,412,배,1,신고,중품,개,10,18741,0,17255,20129,21290.0
201801하순,211,배추,6,월동,중품,포기,1,2614,0,0,3008,2365.0
201801하순,211,배추,6,월동,상품,포기,1,3207,0,0,3998,2868.66666666666
201801하순,411,사과,5,후지,중품,개,10,15245,0,14990,14307,15475.3333333333
201801하순,214,상추,1,적,상품,g,100,972,0,847,645,873.0
201801하순,214,상추,2,청,중품,g,100,613,0,544,435,595.666666666666
201801하순,214,상추,1,적,중품,g,100,693,0,597,496,665.333333333333
201801하순,245,양파,0,양파,중품,kg,1,1749,0,1747,1715,1514.66666666666
201801하순,245,양파,0,양파,상품,kg,1,2084,0,2116,2163,2070.0
201801하순,246,파,2,쪽파,상품,kg,1,6000,0,4898,7222,6671.0
201801하순,246,파,2,쪽파,중품,kg,1,4552,0,3227,5900,4909.66666666666
201801하순,246,파,0,대파,중품,kg,1,2123,0,2037,2498,2044.0
201801하순,246,파,0,대파,상품,kg,1,3068,0,2976,3753,2867.33333333333
201802상순,152,감자,2,대지마,중품,g,100,443,0,516,0,0.0
201802상순,152,감자,1,수미,중품,g,100,298,0,265,214,200.666666666666
201802상순,152,감자,1,수미,상품,g,100,424,0,331,264,250.333333333333
201802상순,152,감자,2,대지마,상품,g,100,642,0,603,783,0.0
201802상순,241,건고추,0,화건,중품,g,600,15969,0,15759,8320,9061.66666666666
201802상순,241,건고추,2,양건,상품,g,600,21038,0,20674,11221,12561.3333333333
201802상순,241,건고추,0,화건,상품,g,600,17771,0,17557,9768,10444.0
201802상순,241,건고추,2,양건,중품,g,600,18433,0,18115,10046,11314.0
201802상순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9570,0,9662,10313,8085.0
201802상순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7502,0,7489,8348,6498.33333333333
201802상순,231,무,6,월동,중품,개,1,1921,0,1310,2045,1291.33333333333
201802상순,231,무,6,월동,상품,개,1,2066,0,1663,2417,1526.33333333333
201802상순,412,배,1,신고,중품,개,10,18626,0,17524,19746,21838.0
201802상순,211,배추,6,월동,중품,포기,1,3167,0,2443,3127,2557.33333333333
201802상순,211,배추,6,월동,상품,포기,1,4099,0,2960,3997,2972.66666666666
201802상순,411,사과,5,후지,중품,개,10,15517,0,14945,14620,15842.3333333333
201802상순,214,상추,2,청,중품,g,100,648,0,617,419,581.666666666666
201802상순,214,상추,1,적,상품,g,100,978,0,943,633,833.666666666666
201802상순,214,상추,1,적,중품,g,100,717,0,669,472,643.333333333333
201802상순,245,양파,0,양파,중품,kg,1,1755,0,1747,1808,1606.33333333333
201802상순,245,양파,0,양파,상품,kg,1,2089,0,2088,2296,2214.66666666666
201802상순,246,파,0,대파,중품,kg,1,2671,0,2087,2473,2076.0
201802상순,246,파,0,대파,상품,kg,1,3453,0,2967,3724,3013.66666666666
201802상순,246,파,2,쪽파,중품,kg,1,4653,0,4052,6332,5240.0
201802상순,246,파,2,쪽파,상품,kg,1,6035,0,5517,7625,6999.66666666666
201802중순,152,감자,2,대지마,상품,g,100,647,0,583,714,0.0
201802중순,152,감자,2,대지마,중품,g,100,405,0,479,519,0.0
201802중순,152,감자,1,수미,중품,g,100,329,0,274,212,200.666666666666
201802중순,152,감자,1,수미,상품,g,100,484,0,340,268,256.666666666666
201802중순,241,건고추,2,양건,상품,g,600,20932,0,21071,11221,12558.0
201802중순,241,건고추,2,양건,중품,g,600,18433,0,18426,10046,11310.6666666666
201802중순,241,건고추,0,화건,중품,g,600,15969,0,15881,8320,9048.66666666666
201802중순,241,건고추,0,화건,상품,g,600,17675,0,17745,9768,10431.0
201802중순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9656,0,9698,10508,8311.66666666666
201802중순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7602,0,7487,8313,6526.33333333333
201802중순,231,무,6,월동,상품,개,1,2688,0,1570,2347,1503.66666666666
201802중순,231,무,6,월동,중품,개,1,2482,0,1360,2014,1262.0
201802중순,412,배,1,신고,중품,개,10,19531,0,17788,19691,22448.6666666666
201802중순,211,배추,6,월동,상품,포기,1,4491,0,3038,4014,3105.0
201802중순,211,배추,6,월동,중품,포기,1,3617,0,2534,3140,2577.0
201802중순,411,사과,5,후지,중품,개,10,15697,0,14833,14220,15862.3333333333
201802중순,214,상추,2,청,중품,g,100,660,0,623,396,560.333333333333
201802중순,214,상추,1,적,중품,g,100,707,0,692,437,607.666666666666
201802중순,214,상추,1,적,상품,g,100,976,0,1003,614,811.0
201802중순,245,양파,0,양파,중품,kg,1,1790,0,1747,1910,1718.66666666666
201802중순,245,양파,0,양파,상품,kg,1,2106,0,2070,2329,2295.0
201802중순,246,파,0,대파,중품,kg,1,2938,0,2149,2409,2139.33333333333
201802중순,246,파,0,대파,상품,kg,1,4219,0,3035,3699,3193.33333333333
201802중순,246,파,2,쪽파,중품,kg,1,4795,0,4488,6305,5155.66666666666
201802중순,246,파,2,쪽파,상품,kg,1,6406,0,5862,8219,7152.33333333333
201802하순,152,감자,1,수미,중품,g,100,355,0,289,210,201.333333333333
201802하순,152,감자,2,대지마,상품,g,100,670,0,615,707,456.666666666666
201802하순,152,감자,2,대지마,중품,g,100,400,0,452,539,311.333333333333
201802하순,152,감자,1,수미,상품,g,100,509,0,370,283,266.666666666666
201802하순,241,건고추,0,화건,상품,g,600,17531,0,17807,9768,10418.3333333333
201802하순,241,건고추,2,양건,중품,g,600,18433,0,18433,10046,11290.3333333333
201802하순,241,건고추,2,양건,상품,g,600,20773,0,21038,11221,12539.0
201802하순,241,건고추,0,화건,중품,g,600,15969,0,15969,8320,9036.0
201802하순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7551,0,7465,8293,6521.0
201802하순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9728,0,9612,10431,8532.33333333333
201802하순,231,무,6,월동,중품,개,1,2257,0,1347,1984,1197.0
201802하순,231,무,6,월동,상품,개,1,2696,0,1619,2273,1480.0
201802하순,412,배,1,신고,중품,개,10,19409,0,18741,19465,21905.6666666666
201802하순,211,배추,6,월동,상품,포기,1,4284,0,3207,4011,3110.66666666666
201802하순,211,배추,6,월동,중품,포기,1,3450,0,2614,3178,2576.0
201802하순,411,사과,5,후지,중품,개,10,15298,0,15245,14674,16033.3333333333
201802하순,214,상추,1,적,중품,g,100,580,0,693,433,494.666666666666
201802하순,214,상추,1,적,상품,g,100,868,0,972,613,701.666666666666
201802하순,214,상추,2,청,중품,g,100,542,0,613,394,454.666666666666
201802하순,245,양파,0,양파,상품,kg,1,2086,0,2084,2366,2258.66666666666
201802하순,245,양파,0,양파,중품,kg,1,1790,0,1749,1928,1751.33333333333
201802하순,246,파,0,대파,상품,kg,1,3671,0,3068,3791,3229.0
201802하순,246,파,0,대파,중품,kg,1,2342,0,2123,2504,2175.0
201802하순,246,파,2,쪽파,상품,kg,1,5254,0,6000,8385,6591.33333333333
201802하순,246,파,2,쪽파,중품,kg,1,3907,0,4552,6322,4710.66666666666
201803상순,152,감자,2,대지마,상품,g,100,681,0,642,716,444.666666666666
201803상순,152,감자,1,수미,중품,g,100,331,0,298,258,207.0
201803상순,152,감자,1,수미,상품,g,100,546,0,424,420,311.666666666666
201803상순,241,건고추,2,양건,중품,g,600,18290,0,18433,10046,11258.0
201803상순,241,건고추,0,화건,상품,g,600,17500,0,17771,9768,10401.0
201803상순,241,건고추,0,화건,중품,g,600,15931,0,15969,8320,9019.33333333333
201803상순,241,건고추,2,양건,상품,g,600,20751,0,21038,11221,12516.0
201803상순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9428,0,9570,10193,8332.66666666666
201803상순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7551,0,7502,8249,6529.33333333333
201803상순,231,무,6,월동,상품,개,1,2788,0,2066,2252,1473.66666666666
201803상순,231,무,6,월동,중품,개,1,2359,0,1921,1994,1207.33333333333
201803상순,412,배,1,신고,중품,개,10,19165,0,18626,18793,21433.3333333333
201803상순,211,배추,6,월동,중품,포기,1,3465,0,3167,3194,2623.0
201803상순,211,배추,6,월동,상품,포기,1,4297,0,4099,4004,3325.0
201803상순,411,사과,5,후지,중품,개,10,15166,0,15517,13822,16137.6666666666
201803상순,214,상추,1,적,상품,g,100,674,0,978,610,639.0
201803상순,214,상추,2,청,중품,g,100,450,0,648,399,431.0
201803상순,214,상추,1,적,중품,g,100,471,0,717,432,465.666666666666
201803상순,245,양파,0,양파,중품,kg,1,1789,0,1755,1937,1748.0
201803상순,245,양파,0,양파,상품,kg,1,2079,0,2089,2307,2246.33333333333
201803상순,246,파,0,대파,상품,kg,1,3272,0,3453,4049,3278.33333333333
201803상순,246,파,2,쪽파,중품,kg,1,3067,0,4653,5690,4215.66666666666
201803상순,246,파,2,쪽파,상품,kg,1,4216,0,6035,7877,6136.33333333333
201803상순,246,파,0,대파,중품,kg,1,2167,0,2671,2824,2268.66666666666
201803중순,152,감자,1,수미,상품,g,100,551,0,484,496,345.0
201803중순,152,감자,1,수미,중품,g,100,345,0,329,314,206.333333333333
201803중순,241,건고추,0,화건,상품,g,600,17419,0,17675,9768,10392.6666666666
201803중순,241,건고추,0,화건,중품,g,600,15831,0,15969,8320,9011.0
201803중순,241,건고추,2,양건,중품,g,600,18157,0,18433,10046,11250.0
201803중순,241,건고추,2,양건,상품,g,600,20695,0,20932,11221,12508.0
201803중순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9599,0,9656,10243,8370.0
201803중순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7547,0,7602,8252,6575.33333333333
201803중순,231,무,6,월동,중품,개,1,2403,0,2482,1987,1211.0
201803중순,231,무,6,월동,상품,개,1,2716,0,2688,2228,1515.0
201803중순,412,배,1,신고,중품,개,10,18989,0,19531,18718,20856.0
201803중순,211,배추,6,월동,중품,포기,1,3621,0,3617,3197,2684.66666666666
201803중순,211,배추,6,월동,상품,포기,1,4292,0,4491,4015,3384.0
201803중순,411,사과,5,후지,중품,개,10,15420,0,15697,14062,15675.3333333333
201803중순,214,상추,1,적,중품,g,100,445,0,707,426,427.0
201803중순,214,상추,1,적,상품,g,100,621,0,976,607,602.666666666666
201803중순,214,상추,2,청,중품,g,100,429,0,660,397,393.666666666666
201803중순,245,양파,0,양파,중품,kg,1,1754,0,1790,1939,1732.66666666666
201803중순,245,양파,0,양파,상품,kg,1,2063,0,2106,2353,2240.0
201803중순,246,파,0,대파,상품,kg,1,3014,0,4219,4146,3268.33333333333
201803중순,246,파,0,대파,중품,kg,1,2106,0,2938,2937,2231.0
201803중순,246,파,2,쪽파,중품,kg,1,2213,0,4795,4261,3380.66666666666
201803중순,246,파,2,쪽파,상품,kg,1,3589,0,6406,6852,5260.0
201803하순,152,감자,1,수미,중품,g,100,358,0,355,300,211.0
201803하순,152,감자,1,수미,상품,g,100,590,0,509,477,362.666666666666
201803하순,241,건고추,2,양건,상품,g,600,20680,0,20773,11225,12472.6666666666
201803하순,241,건고추,0,화건,상품,g,600,17333,0,17531,9772,10360.3333333333
201803하순,241,건고추,0,화건,중품,g,600,15738,0,15969,8325,8992.66666666666
201803하순,241,건고추,2,양건,중품,g,600,18109,0,18433,10051,11211.3333333333
201803하순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7535,0,7551,8255,6611.0
201803하순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9681,0,9728,10234,8503.33333333333
201803하순,231,무,6,월동,상품,개,1,2625,0,2696,2113,1509.0
201803하순,231,무,6,월동,중품,개,1,2318,0,2257,1878,1198.33333333333
201803하순,412,배,1,신고,중품,개,10,18911,0,19409,18753,20749.6666666666
201803하순,211,배추,6,월동,상품,포기,1,4278,0,4284,3934,3449.0
201803하순,211,배추,6,월동,중품,포기,1,3656,0,3450,3147,2676.0
201803하순,411,사과,5,후지,중품,개,10,15561,0,15298,14218,15644.3333333333
201803하순,214,상추,2,청,중품,g,100,439,0,542,396,395.0
201803하순,214,상추,1,적,상품,g,100,627,0,868,596,590.666666666666
201803하순,214,상추,1,적,중품,g,100,466,0,580,420,425.666666666666
201803하순,245,양파,0,양파,중품,kg,1,1606,0,1790,1993,1734.33333333333
201803하순,245,양파,0,양파,상품,kg,1,1904,0,2086,2455,2200.33333333333
201803하순,246,파,0,대파,중품,kg,1,1913,0,2342,2751,2100.33333333333
201803하순,246,파,2,쪽파,상품,kg,1,2758,0,5254,6170,4689.66666666666
201803하순,246,파,2,쪽파,중품,kg,1,1797,0,3907,3623,2804.0
201803하순,246,파,0,대파,상품,kg,1,2696,0,3671,4033,3160.33333333333
201804상순,152,감자,1,수미,중품,g,100,420,0,331,272,210.666666666666
201804상순,152,감자,1,수미,상품,g,100,671,0,546,419,374.0
201804상순,241,건고추,0,화건,상품,g,600,17293,0,17500,9809,10336.3333333333
201804상순,241,건고추,0,화건,중품,g,600,15731,0,15931,8364,8983.33333333333
201804상순,241,건고추,2,양건,상품,g,600,20697,0,20751,11254,12450.0
201804상순,241,건고추,2,양건,중품,g,600,18109,0,18290,10088,11177.0
201804상순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9667,0,9428,9853,8397.33333333333
201804상순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7525,0,7551,8273,6687.66666666666
201804상순,231,무,6,월동,중품,개,1,2299,0,2359,1828,1200.66666666666
201804상순,231,무,6,월동,상품,개,1,2568,0,2788,2130,1505.0
201804상순,412,배,1,신고,중품,개,10,19107,0,19165,19110,20822.0
201804상순,211,배추,6,월동,상품,포기,1,4320,0,4297,3896,3538.33333333333
201804상순,211,배추,6,월동,중품,포기,1,3705,0,3465,3112,2695.66666666666
201804상순,411,사과,5,후지,중품,개,10,15693,0,15166,13826,15544.6666666666
201804상순,214,상추,2,청,중품,g,100,473,0,450,393,408.666666666666
201804상순,214,상추,1,적,중품,g,100,504,0,471,410,428.0
201804상순,214,상추,1,적,상품,g,100,685,0,674,571,590.0
201804상순,245,양파,0,양파,중품,kg,1,1547,0,1789,2187,1787.33333333333
201804상순,245,양파,0,양파,상품,kg,1,1845,0,2079,2662,2296.0
201804상순,246,파,0,대파,중품,kg,1,1671,0,2167,2605,2036.33333333333
201804상순,246,파,2,쪽파,중품,kg,1,1531,0,3067,3197,2533.0
201804상순,246,파,2,쪽파,상품,kg,1,2448,0,4216,5032,4078.0
201804상순,246,파,0,대파,상품,kg,1,2511,0,3272,3918,3029.33333333333
201804중순,152,감자,1,수미,상품,g,100,799,0,551,415,418.333333333333
201804중순,152,감자,1,수미,중품,g,100,587,0,345,255,218.666666666666
201804중순,241,건고추,2,양건,상품,g,600,20680,0,20695,11317,12431.0
201804중순,241,건고추,0,화건,중품,g,600,15656,0,15831,8368,8960.66666666666
201804중순,241,건고추,0,화건,상품,g,600,17228,0,17419,9825,10317.0
201804중순,241,건고추,2,양건,중품,g,600,18109,0,18157,10123,11164.0
201804중순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9742,0,9599,10104,8633.33333333333
201804중순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7513,0,7547,8227,6707.66666666666
201804중순,231,무,6,월동,상품,개,1,2542,0,2716,2082,1576.33333333333
201804중순,231,무,6,월동,중품,개,1,2293,0,2403,1746,1256.33333333333
201804중순,412,배,1,신고,중품,개,10,19085,0,18989,19233,20485.3333333333
201804중순,211,배추,6,월동,중품,포기,1,3735,0,3621,3046,2812.0
201804중순,211,배추,6,월동,상품,포기,1,4292,0,4292,3774,3535.66666666666
201804중순,411,사과,5,후지,중품,개,10,15745,0,15420,13981,15863.6666666666
201804중순,214,상추,2,청,중품,g,100,442,0,429,400,429.333333333333
201804중순,214,상추,1,적,상품,g,100,678,0,621,574,614.333333333333
201804중순,214,상추,1,적,중품,g,100,478,0,445,418,469.333333333333
201804중순,245,양파,0,양파,상품,kg,1,1764,0,2063,2625,2260.66666666666
201804중순,245,양파,2,햇양파,중품,kg,1,1673,0,0,2270,0.0
201804중순,245,양파,2,햇양파,상품,kg,1,1906,0,0,2654,0.0
201804중순,245,양파,0,양파,중품,kg,1,1466,0,1754,2157,1755.0
201804중순,246,파,0,대파,중품,kg,1,1517,0,2106,2375,2008.33333333333
201804중순,246,파,2,쪽파,상품,kg,1,2653,0,3589,4230,3961.33333333333
201804중순,246,파,2,쪽파,중품,kg,1,1585,0,2213,2902,2565.33333333333
201804중순,246,파,0,대파,상품,kg,1,2294,0,3014,3582,3101.33333333333
201804하순,152,감자,1,수미,중품,g,100,616,0,358,259,229.666666666666
201804하순,152,감자,1,수미,상품,g,100,829,0,590,406,409.666666666666
201804하순,241,건고추,0,화건,상품,g,600,17209,0,17333,9831,10283.0
201804하순,241,건고추,0,화건,중품,g,600,15608,0,15738,8384,8920.0
201804하순,241,건고추,2,양건,중품,g,600,18139,0,18109,10123,11135.3333333333
201804하순,241,건고추,2,양건,상품,g,600,20702,0,20680,11332,12390.3333333333
201804하순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9810,0,9681,10251,8732.33333333333
201804하순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7555,0,7535,8128,6669.33333333333
201804하순,231,무,6,월동,상품,개,1,2724,0,2625,1969,1550.0
201804하순,231,무,6,월동,중품,개,1,2409,0,2318,1709,1254.66666666666
201804하순,412,배,1,신고,중품,개,10,18959,0,18911,19283,20930.0
201804하순,211,배추,6,월동,상품,포기,1,4322,0,4278,3630,3592.66666666666
201804하순,211,배추,6,월동,중품,포기,1,3533,0,3656,2807,2843.66666666666
201804하순,411,사과,5,후지,중품,개,10,15458,0,15561,13823,15778.0
201804하순,214,상추,1,적,중품,g,100,510,0,466,434,447.666666666666
201804하순,214,상추,1,적,상품,g,100,729,0,627,591,628.666666666666
201804하순,214,상추,2,청,중품,g,100,475,0,439,397,412.0
201804하순,245,양파,0,양파,상품,kg,1,1845,0,1904,2330,0.0
201804하순,245,양파,0,양파,중품,kg,1,1565,0,1606,1831,0.0
201804하순,246,파,2,쪽파,상품,kg,1,3320,0,2758,3898,4038.33333333333
201804하순,246,파,2,쪽파,중품,kg,1,2095,0,1797,2685,2661.33333333333
201804하순,246,파,0,대파,상품,kg,1,2302,0,2696,3126,2944.33333333333
201804하순,246,파,0,대파,중품,kg,1,1441,0,1913,2133,1921.66666666666
201805상순,152,감자,1,수미,중품,g,100,601,0,420,274,234.666666666666
201805상순,152,감자,1,수미,상품,g,100,778,0,671,393,384.0
201805상순,241,건고추,0,화건,상품,g,600,17231,0,17293,9835,10276.0
201805상순,241,건고추,2,양건,상품,g,600,20731,0,20697,11351,12390.3333333333
201805상순,241,건고추,2,양건,중품,g,600,18200,0,18109,10123,11135.3333333333
201805상순,241,건고추,0,화건,중품,g,600,15608,0,15731,8391,8920.0
201805상순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9956,0,9667,10239,8847.66666666666
201805상순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7524,0,7525,8110,6656.0
201805상순,231,무,6,월동,상품,개,1,2995,0,2568,1975,1597.33333333333
201805상순,231,무,6,월동,중품,개,1,2618,0,2299,1692,1265.66666666666
201805상순,412,배,1,신고,중품,개,10,18755,0,19107,19499,21258.0
201805상순,211,배추,1,봄,중품,포기,1,2758,0,0,2311,0.0
201805상순,211,배추,6,월동,상품,포기,1,4268,0,4320,3835,0.0
201805상순,211,배추,1,봄,상품,포기,1,3053,0,0,2446,0.0
201805상순,211,배추,6,월동,중품,포기,1,3263,0,3705,3225,0.0
201805상순,411,사과,5,후지,중품,개,10,15092,0,15693,13976,15845.3333333333
201805상순,214,상추,1,적,상품,g,100,710,0,685,610,630.0
201805상순,214,상추,1,적,중품,g,100,479,0,504,439,456.0
201805상순,214,상추,2,청,중품,g,100,443,0,473,390,424.666666666666
201805상순,245,양파,0,양파,상품,kg,1,1807,0,1845,2019,1917.66666666666
201805상순,245,양파,0,양파,중품,kg,1,1592,0,1547,1668,1497.0
201805상순,246,파,2,쪽파,상품,kg,1,4111,0,2448,3846,4267.66666666666
201805상순,246,파,2,쪽파,중품,kg,1,2483,0,1531,2746,2756.66666666666
201805상순,246,파,0,대파,상품,kg,1,2281,0,2511,3032,2899.33333333333
201805상순,246,파,0,대파,중품,kg,1,1472,0,1671,2022,1974.33333333333
201805중순,152,감자,1,수미,중품,g,100,498,0,587,302,253.333333333333
201805중순,152,감자,1,수미,상품,g,100,697,0,799,389,371.0
201805중순,241,건고추,0,화건,상품,g,600,17187,0,17228,9818,10262.0
201805중순,241,건고추,0,화건,중품,g,600,15608,0,15656,8371,8920.0
201805중순,241,건고추,2,양건,중품,g,600,18200,0,18109,10101,11135.3333333333
201805중순,241,건고추,2,양건,상품,g,600,20700,0,20680,11334,12390.3333333333
201805중순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7509,0,7513,8002,6579.33333333333
201805중순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9935,0,9742,10229,8916.0
201805중순,231,무,1,봄,상품,개,1,3008,0,0,1870,0.0
201805중순,231,무,1,봄,중품,개,1,2839,0,0,1692,0.0
201805중순,231,무,6,월동,상품,개,1,3008,0,2542,2069,1680.33333333333
201805중순,231,무,6,월동,중품,개,1,2494,0,2293,1621,1252.33333333333
201805중순,412,배,1,신고,중품,개,10,18858,0,19085,19232,20973.6666666666
201805중순,211,배추,6,월동,중품,포기,1,3332,0,3735,0,0.0
201805중순,211,배추,1,봄,중품,포기,1,2649,0,0,1927,2488.0
201805중순,211,배추,1,봄,상품,포기,1,2967,0,0,2108,2667.66666666666
201805중순,211,배추,6,월동,상품,포기,1,4073,0,4292,0,0.0
201805중순,411,사과,5,후지,중품,개,10,15636,0,15745,14498,16001.0
201805중순,214,상추,2,청,중품,g,100,426,0,442,388,414.333333333333
201805중순,214,상추,1,적,중품,g,100,466,0,478,437,459.666666666666
201805중순,214,상추,1,적,상품,g,100,674,0,678,616,631.0
201805중순,245,양파,0,양파,중품,kg,1,1551,0,1466,1622,1436.33333333333
201805중순,245,양파,0,양파,상품,kg,1,1768,0,1764,2022,1855.0
201805중순,246,파,2,쪽파,중품,kg,1,2503,0,1585,2880,2945.33333333333
